client_id,month,age,occupation,annual_income,monthly_salary,number_bank_accounts,number_credit_cards,interest_rate,number_loan,delay_from_due_date,number_delayed_payment,number_credit_inquiries,unpaid_debt,credit_utilization_ratio,credit_history_age,min_amount_payment,monthy_amount_invested,client_behaviour,monthly_balance
953227fff3,Март,18.0,Разработчик,60513.33,,8,10,16.0,7.0,56,20.0,9.0,2329.84,30.42052291110064,6 г. 0 м.,Yes,168.43677493587523,"Большие траты, средние платежи",336.51180526785583
953227fff3,Апрель,18.0,Разработчик,61128.72,5059.6275000000005,8,10,16.0,7.0,56,19.0,9.0,2329.84,30.297040588282584,6 г. 1 м.,Yes,173.73564432883086,"Большие траты, малые платежи",339.4329358749002
953227fff3,Май,18.0,Разработчик,60735.380000000005,5056.9975,8,10,16.0,7.0,61,,9.0,2329.84,24.966001847684,6 г. 2 м.,Yes,159.37598511378962,"Большие траты, средние платежи",343.6225950899414
953227fff3,Июнь,19.0,Разработчик,60971.340000000004,,8,10,16.0,7.0,56,19.0,,2329.84,32.97494900087697,6 г. 3 м.,Yes,212.50697913427854,"Большие траты, средние платежи",290.99160106945254
953227fff3,Июль,19.0,Разработчик,60634.91,,8,10,16.0,7.0,52,19.0,9.0,2329.84,26.14469255079209,6 г. 4 м.,NM,148.9155512105311,,392.19302899319985
953227fff3,Август,19.0,Разработчик,60445.340000000004,,8,10,16.0,7.0,61,19.0,9.0,2329.84,24.638504403240304,6 г. 5 м.,Yes,,"Большие траты, большие платежи",437.9991904762692
953227fff3,Сентябрь,19.0,Разработчик,61026.920000000006,5035.6375,8,10,16.0,7.0,56,19.0,9.0,2329.84,29.21533852781228,6 г. 6 м.,Yes,95.15501818486044,"Большие траты, средние платежи",408.7635620188706
1835dfe76e,Февраль,30.0,Врач,47641.520000000004,,6,4,7.0,3.0,30,8.0,3.0,180.73,31.90954012221753,27 г. 10 м.,No,76.92551142107345,"Большие траты, малые платежи",456.02339199897204
1835dfe76e,Март,30.0,Врач,,3666.923333333334,6,4,7.0,3.0,30,9.0,3.0,180.73,26.41179478094205,27 г. 11 м.,No,137.3929027057405,"Большие траты, средние платежи",389.4160007143049
1835dfe76e,Апрель,30.0,Врач,47345.840000000004,3732.923333333334,6,4,7.0,3.0,30,10.0,3.0,180.73,34.897530973980174,28 г. 0 м.,No,113.52125049598247,"Малые траты, большие платежи",438.527652924063
1835dfe76e,Май,30.0,Врач,47180.28,3700.153333333334,6,1169,7.0,3.0,30,8.0,3.0,180.73,32.785055573313784,28 г. 1 м.,No,111.42940125701307,"Большие траты, средние платежи",419.01950216303237
1835dfe76e,Июнь,,Врач,47204.340000000004,3707.0333333333338,6,4,7.0,3.0,30,8.0,3.0,180.73,33.742371324343424,28 г. 2 м.,No,159.14705837205568,"Большие траты, средние платежи",366.1918450479898
1835dfe76e,Июль,30.0,Врач,47923.55,3678.443333333334,6,4,7.0,3.0,30,8.0,3.0,180.73,37.2186549224646,,NM,141.1568731276838,"Большие траты, средние платежи",384.6120302923616
1835dfe76e,Август,,Врач,46993.44,3753.873333333334,6,4,7.0,3.0,30,5.0,3.0,180.73,23.29328609211913,28 г. 4 м.,No,108.72519592198088,"Малые траты, средние платежи",449.91370749806464
1835dfe76e,Сентябрь,30.0,Врач,47509.490000000005,3690.123333333334,6,4,7.0,3.0,30,9.0,3.0,180.73,36.37788643428279,,No,84.99584832434685,"Большие траты, средние платежи",444.3830550956986
489feba490,Февраль,38.0,Писатель,108534.29000000001,,0,1,4.0,4.0,5,1.0,0.0,411.96,36.880089525026,15 г. 8 м.,No,213.76684509266371,"Большие траты, большие платежи",672.9256162570321
489feba490,Март,38.0,Писатель,108792.27,9044.8575,0,1,4.0,4.0,5,4.0,0.0,411.96,34.952840886378844,15 г. 9 м.,No,87.80869738679041,"Большие траты, большие платежи",796.0137639629055
489feba490,Апрель,38.0,Писатель,108699.04000000001,9087.077500000001,0,1,4.0,4.0,5,3.0,0.0,411.96,35.12339044889239,15 г. 10 м.,NM,,"Малые траты, малые платежи",118.62105631240536
489feba490,Май,38.0,Писатель,108762.68000000001,9010.577500000001,0,1,4.0,4.0,5,,0.0,411.96,32.3134983435472,15 г. 11 м.,NM,206.57855694175296,"Большие траты, большие платежи",678.5639044079429
489feba490,Июнь,38.0,Писатель,108422.01000000001,,0,1,4.0,4.0,5,1.0,0.0,411.96,34.391397785408856,16 г. 0 м.,No,139.3256955358733,"Большие траты, средние платежи",758.0667658138226
489feba490,Июль,38.0,Писатель,108615.56000000001,9015.897500000001,0,1,4.0,4.0,5,1.0,0.0,411.96,37.75879796939371,16 г. 1 м.,No,,"Малые траты, большие платежи",455.86360477858466
489feba490,Август,38.0,,108187.02,,0,1,4.0,4.0,5,1.0,2.0,411.96,29.729513689331103,16 г. 2 м.,No,760.2420526572203,"Малые траты, большие платежи",163.48040869247563
489feba490,Сентябрь,38.0,Писатель,108342.56000000001,9014.9675,0,1,4.0,4.0,8,1.0,2.0,411.96,32.62881037945899,16 г. 3 м.,NM,185.53126149412225,,701.0211998555736
389f8d19a6,Февраль,20.0,Предприниматель,88015.84,,1,5,10.0,4.0,15,2.0,0.0,82.36,29.66462455778489,25 г. 9 м.,No,711.2717265073921,"Малые траты, большие платежи",154.93180048349143
389f8d19a6,Март,20.0,Предприниматель,88229.75,6739.848374629675,1,5,10.0,4.0,15,3.0,0.0,,32.42858411123184,25 г. 10 м.,No,559.3543675925633,"Малые траты, малые платежи",324.1791593983202
389f8d19a6,Апрель,20.0,Предприниматель,88594.76,6794.478374629675,1,5,10.0,4.0,15,3.0,0.0,82.36,35.716039476795665,25 г. 11 м.,NM,152.9282080766539,,674.0353189142296
389f8d19a6,Май,,Предприниматель,,6769.888374629676,1,5,10.0,,15,3.0,0.0,82.36,38.01293406006288,26 г. 0 м.,No,238.19752571384186,"Малые траты, средние платежи",631.3760012770418
389f8d19a6,Июнь,20.0,Предприниматель,88128.22,6777.598374629675,1,5,10.0,4.0,15,,0.0,82.36,37.19530942273585,26 г. 1 м.,No,61.85605308521371,,764.5974739056699
389f8d19a6,Июль,20.0,Предприниматель,88527.97,6772.568374629675,1,5,10.0,4.0,11,3.0,0.0,82.36,25.2844589718162,26 г. 2 м.,NM,165.2409887134653,"Большие траты, большие платежи",664.2825382774182
389f8d19a6,Август,20.0,Предприниматель,88515.61,6780.408374629676,1,5,10.0,4.0,16,,0.0,82.36,36.56861868763741,26 г. 3 м.,No,302.34456108385416,"Малые траты, большие платежи",562.8189659070293
389f8d19a6,Сентябрь,21.0,Предприниматель,88075.98,6776.878374629676,1,5,10.0,4.0,15,3.0,0.0,82.36,30.453963124143144,26 г. 4 м.,No,535.6839313861311,"Малые траты, средние платежи",331.06959560475246
2c6f30f0b3,Февраль,26.0,Ученый,70901.09000000001,5859.2333333333345,8,5,15.0,5.0,34,23.0,9.0,4812.71,26.59374544621384,11 г. 10 м.,Yes,,"Большие траты, средние платежи",472.71099756175437
2c6f30f0b3,Март,27.0,Ученый,71204.15000000001,,8,5,15.0,5.0,39,20.0,,4812.71,38.02125745473403,11 г. 11 м.,Yes,,"Большие траты, средние платежи",348.96780720111536
2c6f30f0b3,Апрель,27.0,Ученый,70520.09000000001,5456.851117431186,8,5,15.0,,39,18.0,9.0,4812.71,31.24936568530573,12 г. 0 м.,Yes,335.37640078503586,"Большие траты, малые платежи",231.20687359240628
2c6f30f0b3,Май,27.0,Ученый,70484.78,5446.591117431186,8,5,15.0,5.0,39,18.0,10.0,4812.71,34.272617434042274,12 г. 1 м.,Yes,200.41066064251717,,349.0326137349251
2c6f30f0b3,Июнь,27.0,Ученый,71215.22,5435.901117431186,8,5,15.0,5.0,39,20.0,10.0,4812.71,33.11438016372129,12 г. 2 м.,Yes,94.41093323235712,"Большие траты, средние платежи",455.07234114508503
2c6f30f0b3,Июль,27.0,Ученый,70591.12000000001,,8,5,15.0,5.0,39,20.0,10.0,4812.71,40.52137396576408,12 г. 3 м.,Yes,,"Большие траты, большие платежи",484.0729261475775
2c6f30f0b3,Август,27.0,Ученый,71273.49,,8,5,15.0,5.0,41,20.0,10.0,4812.71,25.574819175500565,12 г. 4 м.,Yes,161.3883647484149,"Большие траты, малые платежи",397.36490962902735
2c6f30f0b3,Сентябрь,27.0,Ученый,70856.07,5462.061117431186,8,5,15.0,5.0,39,,10.0,4812.71,33.01726106557061,,NM,69.35859369724344,"Большие траты, средние платежи",480.5646806801987
34e7d0474b,Февраль,16.0,Руководитель,15065.470000000001,1257.18,5,10,27.0,5.0,19,13.0,12.0,2004.47,33.57326141826948,7 г. 9 м.,Yes,,,302.83316274028834
34e7d0474b,Март,16.0,Руководитель,14734.74,1179.92,5,10,27.0,5.0,19,13.0,12.0,2004.47,40.55887082113002,7 г. 10 м.,NM,33.9183346172995,"Малые траты, большие платежи",324.6577517728217
34e7d0474b,Апрель,16.0,Руководитель,15466.51,1265.21,5,10,27.0,5.0,19,15.0,12.0,2004.47,24.13269551015385,,Yes,146.29236233196517,"Малые траты, малые платежи",232.07372405815602
34e7d0474b,Май,16.0,Руководитель,15667.710000000001,,5,10,27.0,5.0,15,13.0,12.0,2004.47,34.731804037633275,8 г. 0 м.,Yes,81.28217534607369,"Малые траты, малые платежи",297.6439110440475
34e7d0474b,Июнь,16.0,Руководитель,15092.060000000001,1208.08,5,10,27.0,5.0,24,13.0,12.0,2004.47,36.55968403533554,8 г. 1 м.,NM,39.82381922172941,"Большие траты, средние платежи",301.23226716839173
34e7d0474b,Июль,16.0,Руководитель,15267.9,1268.23,5,10,27.0,5.0,19,,12.0,2004.47,24.691335385367537,8 г. 2 м.,Yes,55.738357784965885,"Малые траты, средние платежи",313.1077286051553
34e7d0474b,Август,16.0,Руководитель,15506.710000000001,1181.1,5,10,27.0,5.0,15,13.0,12.0,2004.47,24.689686825378644,8 г. 3 м.,Yes,108.64721626721995,"Малые траты, малые платежи",266.8788701229012
34e7d0474b,Сентябрь,16.0,Руководитель,15455.34,1196.4299999999998,5,10,27.0,5.0,19,,12.0,2004.47,29.653854962021068,8 г. 4 м.,Yes,168.95288353879522,"Малые траты, малые платежи",203.53320285132594
8ad18c84e3,Февраль,24.0,Писатель,83180.61,6903.503333333332,10,10,19.0,6.0,21,21.0,,2671.76,36.95416218295996,12 г. 7 м.,Yes,167.05468344483333,"Большие траты, средние платежи",408.72400597552104
8ad18c84e3,Март,24.0,Писатель,,6833.6433333333325,10,10,19.0,6.0,19,19.0,6.0,2671.76,29.61010887929555,12 г. 8 м.,NM,160.54855672883338,"Большие траты, большие платежи",400.63013269152094
8ad18c84e3,Апрель,24.0,Писатель,82927.42,6861.703333333332,10,10,19.0,6.0,20,21.0,6.0,2671.76,23.84832237398116,12 г. 9 м.,Yes,324.2944765956765,"Большие траты, малые платежи",259.2842128246778
8ad18c84e3,Май,25.0,Писатель,83544.81,6828.823333333332,10,10,19.0,6.0,21,21.0,6.0,2671.76,28.09012735583923,12 г. 10 м.,Yes,389.1142880917746,"Большие траты, малые платежи",194.24440132857967
8ad18c84e3,Июнь,25.0,Писатель,82752.31,6867.193333333332,10,10,19.0,6.0,21,22.0,6.0,2671.76,26.65731029916879,12 г. 11 м.,NM,673.9642151839282,"Малые траты, средние платежи",
8ad18c84e3,Июль,25.0,Писатель,9669535.32,6822.1433333333325,10,10,19.0,6.0,20,23.0,6.0,2671.76,32.885722355527605,13 г. 0 м.,Yes,373.5038578223789,"Малые траты, малые платежи",238.21483159797532
8ad18c84e3,Август,25.0,Писатель,83164.69,,10,10,19.0,6.0,21,21.0,6.0,2671.76,40.31179975018612,13 г. 1 м.,Yes,100.06308718222807,"Большие траты, большие платежи",461.7056022381262
8ad18c84e3,Сентябрь,25.0,,83167.28,6897.093333333332,10,10,19.0,6.0,21,21.0,6.0,2671.76,27.357033100805005,13 г. 2 м.,NM,144.5504250214203,"Большие траты, большие платежи",423.7482643989341
fc40c82e97,Февраль,34.0,Разработчик,72638.31999999999,6075.056666666666,7,9,30.0,5.0,26,22.0,10.0,2818.83,25.84575820520463,,Yes,452.7136838402649,"Малые траты, средние платежи",160.50122221922794
fc40c82e97,Март,,Разработчик,72070.34,6056.216666666666,7,9,30.0,,26,22.0,10.0,2818.83,33.478368604039346,5 г. 11 м.,Yes,368.72081046781165,,224.12409559168125
fc40c82e97,Апрель,34.0,Разработчик,72741.92,,7,9,30.0,5.0,26,22.0,10.0,2818.83,34.57868057627469,6 г. 0 м.,Yes,356.88651632841703,"Большие траты, малые платежи",229.5883897310758
fc40c82e97,Май,34.0,Разработчик,72836.53,,7,9,30.0,5.0,25,22.0,10.0,2818.83,39.93224705778557,6 г. 1 м.,Yes,218.56557720686408,"Большие траты, средние платежи",364.3293288526288
fc40c82e97,Июнь,34.0,Разработчик,72456.95,6092.946666666666,7,9,30.0,5.0,26,22.0,10.0,2818.83,24.294128311451484,6 г. 2 м.,Yes,444.6626038490669,"Малые траты, большие платежи",158.55230221042586
fc40c82e97,Июль,34.0,,72400.67,,7,9,30.0,5.0,26,22.0,10.0,,30.963307976700666,6 г. 3 м.,Yes,253.3252273192247,"Малые траты, средние платежи",351.4396787402681
fc40c82e97,Август,34.0,Разработчик,72276.68,6083.816666666667,7,9,30.0,5.0,26,22.0,10.0,2818.83,32.23357186618513,6 г. 4 м.,Yes,85.15110791364044,"Большие траты, большие платежи",482.3437981458523
fc40c82e97,Сентябрь,35.0,Разработчик,72898.44,6106.676666666666,7,9,30.0,5.0,26,22.0,10.0,2818.83,37.80716960892525,6 г. 5 м.,Yes,259.63466872290167,"Малые траты, малые платежи",359.0402373365911
621c26d308,Февраль,26.0,Ученый,40981.31,3329.161666666667,6,9,18.0,3.0,38,21.0,6.0,1972.69,33.71400533439061,10 г. 10 м.,Yes,121.5376044324572,"Большие траты, средние платежи",384.3029318146182
621c26d308,Март,26.0,Ученый,40181.42,3353.8616666666667,6,1233,18.0,3.0,41,22.0,6.0,1972.69,37.90652584968591,10 г. 11 м.,Yes,76.20417774779463,"Большие траты, большие платежи",418.2163584992808
621c26d308,Апрель,26.0,Ученый,41120.57,3338.6916666666666,6,9,18.0,3.0,40,18.0,6.0,1972.69,27.267443439365568,,NM,120.1306968537214,"Большие траты, малые платежи",398.639839393354
621c26d308,Май,27.0,,40591.12,3277.8616666666667,6,9,18.0,,38,23.0,8.0,1972.69,32.326034783358885,11 г. 1 м.,Yes,221.52501720345168,"Большие траты, малые платежи",296.2555190436237
621c26d308,Июнь,27.0,Ученый,40445.26,3329.7616666666668,6,9,18.0,3.0,42,21.0,8.0,1972.69,24.384054327824288,11 г. 2 м.,Yes,,,157.48879870401717
621c26d308,Июль,27.0,Ученый,40650.48,3287.4216666666666,6,9,18.0,3.0,40,21.0,8.0,1972.69,30.453285499058428,11 г. 3 м.,Yes,,"Малые траты, малые платежи",200.41197551162935
621c26d308,Август,,Ученый,41101.16,,6,9,18.0,3.0,36,23.0,8.0,1972.69,39.74390055526258,11 г. 4 м.,Yes,102.30297708795577,"Большие траты, малые платежи",412.7775591591196
621c26d308,Сентябрь,27.0,Ученый,41079.76,3282.1716666666666,6,9,18.0,3.0,38,21.0,8.0,1972.69,37.642934554746326,11 г. 5 м.,Yes,291.84814806842695,"Малые траты, малые платежи",249.76238817864842
3bf947bf67,Февраль,34.0,Музыкант,6655.0650000000005,523.9745833333334,10,8,21.0,8.0,41,15.0,7.0,4507.0,34.872408003339125,3 г. 2 м.,Yes,41.16255957422959,"Малые траты, малые платежи",247.67389997687442
3bf947bf67,Март,,Музыкант,7133.385,438.30458333333337,10,8,21.0,8.0,45,17.0,7.0,4507.0,24.44407973335185,3 г. 3 м.,Yes,,,238.53197383796038
3bf947bf67,Апрель,34.0,Музыкант,7257.115000000001,501.5345833333334,10,8,21.0,8.0,43,15.0,7.0,4507.0,37.45611647021539,3 г. 4 м.,Yes,25.196777985872345,"Малые траты, средние платежи",256.1696815652317
3bf947bf67,Май,34.0,Музыкант,6554.665000000001,467.7845833333334,10,8,21.0,8.0,41,13.0,7.0,4507.0,35.145989861044285,3 г. 5 м.,Yes,21.170378336772387,"Малые траты, малые платежи",269.7460812143317
3bf947bf67,Июнь,34.0,Музыкант,6969.445000000001,486.1045833333334,10,8,21.0,8.0,45,13.0,7.0,4507.0,38.75853482954323,3 г. 6 м.,Yes,17.852613622676586,"Малые траты, малые платежи",268.2538459284274
3bf947bf67,Июль,,Музыкант,7284.145,450.5945833333334,10,8,21.0,8.0,41,15.0,7.0,4507.0,36.83058345801096,3 г. 7 м.,Yes,20.64798575936402,"Большие траты, малые платежи",238.77847379174
3bf947bf67,Август,35.0,Музыкант,7026.915000000001,,10,8,21.0,8.0,46,13.0,7.0,4507.0,27.83569170146991,3 г. 8 м.,Yes,0.0,"Большие траты, большие платежи",231.70122923321773
3bf947bf67,Сентябрь,35.0,Музыкант,6918.805,477.32458333333335,10,8,21.0,8.0,41,,7.0,4507.0,38.26680013456468,3 г. 9 м.,Yes,22.113515127917875,"Малые траты, средние платежи",253.84294442318617
40fa215a59,Февраль,51.0,Бухгалтер,76039.43,6508.323333333333,0,6,4.0,1.0,9,7.0,4.0,752.66,32.78497183864649,30 г. 4 м.,No,439.33476885259074,"Малые траты, средние платежи",459.66423287501055
40fa215a59,Март,51.0,Бухгалтер,75862.12,6541.1433333333325,0,6,4.0,1.0,15,2.0,4.0,752.66,35.32669350939925,30 г. 5 м.,No,372.7008469672835,"Малые траты, большие платежи",512.2381547603178
40fa215a59,Апрель,51.0,,75967.51,6154.475585748917,0,6,4.0,1.0,13,5.0,4.0,752.66,30.808326666167964,30 г. 6 м.,No,161.04308391543074,"Большие траты, большие платежи",692.6059178121706
40fa215a59,Май,51.0,Бухгалтер,76334.39,6109.805585748917,0,6,4.0,1.0,10,,4.0,752.66,33.78654340853959,30 г. 7 м.,No,142.13061485062082,,720.2983868769804
40fa215a59,Июнь,51.0,Бухгалтер,75795.2,6143.285585748918,897,6,4.0,1.0,10,8.0,4.0,752.66,27.13603575614098,30 г. 8 м.,No,,"Малые траты, средние платежи",334.1609447941318
40fa215a59,Июль,51.0,Бухгалтер,76051.37,,0,6,4.0,1.0,10,6.0,8.0,752.66,36.85343991447712,,No,367.10926920772806,"Малые траты, средние платежи",525.7997325198733
40fa215a59,Август,51.0,,76212.82999999999,6122.345585748917,0,1115,4.0,1.0,10,5.0,8.0,752.66,24.058023767613893,30 г. 10 м.,No,635.5980295751192,"Малые траты, средние платежи",265.010972152482
40fa215a59,Сентябрь,51.0,Бухгалтер,75457.90999999999,6123.215585748917,0,6,4.0,,10,8.0,8.0,752.66,35.770582862254834,30 г. 11 м.,No,333.12483179311334,"Малые траты, средние платежи",559.914169934488
c466fd44c4,Февраль,44.0,Бухгалтер,19377.23,1293.3775,3,3,12.0,1.0,24,14.0,2.0,582.75,24.967565027885488,26 г. 8 м.,Yes,155.46439329385288,"Малые траты, малые платежи",255.89127420468773
c466fd44c4,Март,44.0,Бухгалтер,19254.46,1279.0675,3,51,12.0,,28,14.0,,582.75,36.66344027842564,,NM,142.32039573390068,"Малые траты, малые платежи",268.9952717646399
c466fd44c4,Апрель,44.0,Бухгалтер,19788.059999999998,1150.0681875769549,3,3,12.0,1.0,24,14.0,2.0,582.75,26.65530140372753,26 г. 10 м.,Yes,68.15802029798729,"Малые траты, малые платежи",341.0476472005533
c466fd44c4,Май,44.0,Бухгалтер,19732.86,1169.4781875769547,3,3,,1.0,24,13.0,2.0,582.75,38.730512665290256,,Yes,171.8192189811089,"Малые траты, малые платежи",235.02644851743167
c466fd44c4,Июнь,44.0,,18982.09,1189.5281875769547,3,3,12.0,1.0,24,17.0,2.0,582.75,27.04958487840632,27 г. 0 м.,Yes,108.35462080716188,"Малые траты, большие платежи",285.00104669137875
c466fd44c4,Июль,44.0,,18893.489999999998,1122.8381875769549,3,3,12.0,1.0,24,14.0,2.0,582.75,23.581647633469466,,Yes,100.57198643890902,"Малые траты, большие платежи",293.92368105963163
c466fd44c4,Август,44.0,Бухгалтер,19249.53,1140.4181875769548,3,3,12.0,1.0,24,11.0,2.0,582.75,33.77471731238427,27 г. 2 м.,Yes,102.32646861530813,"Малые траты, малые платежи",303.20919888323255
c466fd44c4,Сентябрь,44.0,Бухгалтер,18815.04,,3,3,12.0,1.0,27,13.0,2.0,582.75,38.63857424009037,27 г. 3 м.,Yes,43.16567889202518,"Большие траты, малые платежи",339.6399886065154
fe84b1b455,Февраль,21.0,,15149.949999999999,1276.7358333333332,1,5,5.0,1.0,10,,2.0,37.63,27.05514643867191,,No,,"Малые траты, средние платежи",276.09789504043164
fe84b1b455,Март,21.0,Инженер,15391.43,,1,5,5.0,1.0,10,5.0,2.0,37.63,29.9380840367372,29 г. 11 м.,No,114.88148278155607,"Малые траты, средние платежи",279.70763154587206
fe84b1b455,Апрель,21.0,Инженер,,1269.3858333333333,1,5,5.0,1.0,13,5.0,2.0,37.63,30.180482331839592,30 г. 0 м.,NM,91.86834168177036,"Малые траты, средние платежи",301.20077264565776
fe84b1b455,Май,21.0,Инженер,15616.23,1299.8258333333333,1,5,5.0,1.0,10,5.0,2.0,37.63,26.77882519262436,30 г. 1 м.,No,113.82966212233411,"Малые траты, малые платежи",296.349452205094
fe84b1b455,Июнь,21.0,Инженер,15569.869999999999,1263.9358333333332,1,5,5.0,1.0,10,8.0,2.0,37.63,31.84350916185055,30 г. 2 м.,No,64.74644628038678,"Малые траты, малые платежи",344.9326680470413
fe84b1b455,Июль,21.0,Инженер,15566.93,1232.8758333333333,1,5,5.0,1.0,8,5.0,2.0,37.63,26.240221734037107,30 г. 3 м.,No,163.97212278886,"Малые траты, малые платежи",240.47699153856817
fe84b1b455,Август,22.0,Инженер,14987.86,1271.8258333333333,1,5,5.0,1.0,15,8.0,2.0,37.63,29.55513558437677,,No,94.46682009590653,"Малые траты, средние платежи",297.4822942315216
fe84b1b455,Сентябрь,22.0,Инженер,15039.58,1239.0858333333333,1,5,5.0,1.0,10,5.0,2.0,37.63,30.57912122782473,30 г. 5 м.,No,44.735970070162786,"Большие траты, малые платежи",327.9631442572653
4cbdecf3f4,Февраль,34.0,Музыкант,62500.28999999999,5044.2125,5,6,19.0,3.0,33,12.0,3.0,1050.84,35.778703496367214,27 г. 10 м.,Yes,201.89528278535252,"Большие траты, средние платежи",459.9220942934119
4cbdecf3f4,Март,34.0,Музыкант,61994.549999999996,5063.5625,5,6,19.0,3.0,28,15.0,3.0,1050.84,31.401228269928534,27 г. 11 м.,Yes,380.10592857357636,,317.961448505188
4cbdecf3f4,Апрель,34.0,Музыкант,61958.84999999999,5069.5925,5,6,19.0,,28,15.0,3.0,1050.84,27.59987527202417,28 г. 0 м.,NM,547.7738222151188,"Малые траты, малые платежи",154.16355486364554
4cbdecf3f4,Май,35.0,Музыкант,62324.76999999999,5039.9825,5,6,19.0,3.0,28,15.0,3.0,1050.84,36.42269396018722,28 г. 1 м.,Yes,322.5635374191758,"Большие траты, малые платежи",342.0338396595885
4cbdecf3f4,Июнь,35.0,Музыкант,62393.10999999999,,5,6,19.0,3.0,29,15.0,3.0,1050.84,38.37537215386977,28 г. 2 м.,NM,,"Малые траты, средние платежи",210.19619261222587
4cbdecf3f4,Июль,35.0,Музыкант,,5024.202499999999,5,6,19.0,3.0,30,15.0,3.0,1050.84,29.59018689376655,28 г. 3 м.,Yes,186.0157154702691,"Малые траты, большие платежи",491.2316616084952
4cbdecf3f4,Август,35.0,Музыкант,61731.35999999999,5066.0525,5,6,19.0,3.0,28,15.0,3.0,1050.84,29.969702092580143,28 г. 4 м.,Yes,291.15499677485366,"Большие траты, малые платежи",378.50238030391085
4cbdecf3f4,Сентябрь,35.0,Музыкант,62001.33999999999,5082.0525,5,6,19.0,3.0,28,18.0,3.0,1050.84,31.00386072750155,28 г. 5 м.,NM,64.25648807158933,"Большие траты, большие платежи",587.160889007175
5267a67f43,Февраль,19.0,,18872.13,1622.834166666667,10,6,24.0,3.0,38,21.0,8.0,1689.38,36.79784373799107,12 г. 9 м.,Yes,63.606460803747616,"Малые траты, малые платежи",338.1006153598796
5267a67f43,Март,19.0,Механик,18956.43,1613.094166666667,10,6,,3.0,33,,8.0,1689.38,37.53954937675008,12 г. 10 м.,NM,20.73612993482904,"Большие траты, средние платежи",345.2609462287982
5267a67f43,Апрель,19.0,Механик,19587.34,1591.2741666666668,10,926,24.0,3.0,33,21.0,8.0,1689.38,36.48484862457981,12 г. 11 м.,Yes,33.26107998085846,"Большие траты, большие платежи",315.4359961827688
5267a67f43,Май,19.0,,19131.57,1570.074166666667,10,6,24.0,3.0,33,23.0,8.0,1689.38,24.20725365541842,13 г. 0 м.,Yes,28.308482965051017,"Большие траты, большие платежи",330.2285931985762
5267a67f43,Июнь,,Механик,19018.59,1592.4541666666669,10,6,24.0,3.0,33,25.0,8.0,1689.38,35.352514836008744,13 г. 1 м.,NM,95.55261199148579,"Малые траты, большие платежи",285.5444641721415
5267a67f43,Июль,20.0,Механик,19839.43,1590.334166666667,10,6,24.0,3.0,31,22.0,8.0,1689.38,26.10130081245712,13 г. 2 м.,Yes,119.64475351072204,"Малые траты, большие платежи",266.3823226529052
5267a67f43,Август,20.0,Механик,,1661.0041666666668,10,6,24.0,3.0,33,22.0,8.0,1689.38,26.01770262977127,,Yes,74.79822828572958,"Малые траты, малые платежи",327.6088478778977
5267a67f43,Сентябрь,20.0,Механик,19541.120000000003,1569.2441666666668,10,6,24.0,3.0,33,22.0,8.0,1689.38,31.30340584617004,13 г. 4 м.,Yes,38.63901938795086,"Большие траты, средние платежи",325.3780567756764
f16e4701a1,Февраль,37.0,,65203.12,,4,6,18.0,,16,14.0,9.0,1380.18,34.109025188741306,12 г. 9 м.,Yes,411.2511339513866,"Малые траты, большие платежи",206.7895953233397
f16e4701a1,Март,37.0,Архитектор,65411.64,5496.83,4,6,18.0,6.0,16,13.0,9.0,1380.18,23.40895049005806,12 г. 10 м.,Yes,280.99124806916217,"Малые траты, малые платежи",359.0194812055642
f16e4701a1,Апрель,37.0,Архитектор,65345.87,,4,6,18.0,6.0,19,15.0,12.0,1380.18,24.81721767053137,12 г. 11 м.,Yes,196.95910634840303,"Большие траты, средние платежи",405.7716229263234
f16e4701a1,Май,37.0,Архитектор,64462.0,5529.12,4,158,18.0,6.0,17,,12.0,1380.18,28.8733727403971,13 г. 0 м.,Yes,542.1902650597107,"Малые траты, средние платежи",94.96046421501579
f16e4701a1,Июнь,37.0,Архитектор,64452.07,5513.44,4,6,18.0,6.0,16,15.0,12.0,1380.18,31.498765097779263,13 г. 1 м.,Yes,,"Большие траты, средние платежи",467.46733147155976
f16e4701a1,Июль,37.0,,65061.72,5498.95,4,6,18.0,6.0,16,,12.0,1380.18,30.80602339694477,,Yes,628.4408693327698,,18.70985994195644
f16e4701a1,Август,37.0,Архитектор,64557.8,,4,6,18.0,6.0,14,15.0,12.0,1380.18,32.888819576709864,13 г. 3 м.,Yes,,"Большие траты, большие платежи",535.4782223220411
f16e4701a1,Сентябрь,37.0,Архитектор,65037.38,5451.94,4,553,18.0,6.0,16,15.0,12.0,1380.18,26.735289104018,13 г. 4 м.,Yes,84.38865184244025,"Большие траты, средние платежи",519.0620774322861
571243dee8,Февраль,,Руководитель,104559.25,8879.885,5,5,10.0,0.0,24,9.0,4.0,770.97,37.23532562508864,16 г. 10 м.,Yes,184.59122901688588,"Большие траты, большие платежи",948.855270983114
571243dee8,Март,21.0,Руководитель,104827.37000000001,8900.025,5,5,10.0,0.0,24,9.0,4.0,770.97,30.99389533131701,16 г. 11 м.,NM,427.7040219270704,"Малые траты, средние платежи",739.2624780729298
571243dee8,Апрель,21.0,Руководитель,105473.01000000001,8928.275,5,5,10.0,0.0,24,,4.0,770.97,34.843399001903826,17 г. 0 м.,NM,844.5741487873642,"Малые траты, малые платежи",340.34235121263583
