index,credit_rating
27018,Обычный
27019,Обычный
27020,Обычный
27021,Обычный
27022,Обычный
27023,Обычный
27040,Обычный
27041,Обычный
27042,Обычный
27043,Обычный
27044,Обычный
27045,Обычный
27046,Обычный
27047,Обычный
27048,Обычный
27049,Обычный
27050,Обычный
27051,Обычный
27052,Обычный
27053,Обычный
27054,Хороший
27055,Хороший
27056,Плохой
27057,Плохой
27058,Плохой
27059,Плохой
27060,Плохой
27061,Плохой
27062,Плохой
27063,Плохой
27088,Обычный
27089,Обычный
27090,Обычный
27091,Обычный
27092,Обычный
27093,Обычный
27094,Обычный
27095,Обычный
27104,Хороший
27105,Обычный
27106,Хороший
27107,Хороший
27108,Хороший
27109,Хороший
27110,Хороший
27111,Хороший
27120,Обычный
27121,Обычный
27122,Обычный
27123,Обычный
27124,Обычный
27125,Обычный
27126,Обычный
27127,Обычный
27144,Обычный
27145,Обычный
27146,Обычный
27147,Обычный
27148,Обычный
27149,Обычный
27150,Обычный
27151,Обычный
27152,Хороший
27153,Хороший
27154,Обычный
27155,Хороший
27156,Хороший
27157,Хороший
27158,Обычный
27159,Обычный
27160,Обычный
27161,Обычный
27162,Обычный
27163,Обычный
27164,Обычный
27165,Обычный
27166,Обычный
27167,Обычный
27192,Обычный
27193,Обычный
27194,Обычный
27195,Обычный
27196,Обычный
27197,Обычный
27198,Обычный
27199,Обычный
27208,Плохой
27209,Плохой
27210,Плохой
27211,Плохой
27212,Плохой
27213,Плохой
27214,Плохой
27215,Плохой
27240,Обычный
27241,Обычный
27242,Обычный
27243,Обычный
27244,Обычный
27245,Обычный
27246,Обычный
27247,Обычный
27248,Обычный
27249,Обычный
27250,Обычный
27251,Обычный
27252,Обычный
27253,Обычный
27254,Обычный
27255,Обычный
27264,Обычный
27265,Обычный
27266,Обычный
27267,Обычный
27268,Обычный
27269,Обычный
27270,Обычный
27271,Обычный
27336,Хороший
27337,Хороший
27338,Хороший
27339,Хороший
27340,Хороший
27341,Хороший
27342,Хороший
27343,Хороший
27344,Плохой
27345,Плохой
27346,Плохой
27347,Плохой
27348,Плохой
27349,Плохой
27350,Плохой
27351,Плохой
27368,Обычный
27369,Обычный
27370,Обычный
27371,Обычный
27372,Обычный
27373,Обычный
27374,Обычный
27375,Обычный
27376,Плохой
27377,Плохой
27378,Плохой
27379,Плохой
27380,Плохой
27381,Плохой
27382,Плохой
27383,Плохой
27392,Плохой
27393,Хороший
27394,Хороший
27395,Хороший
27396,Хороший
27397,Хороший
27398,Хороший
27399,Хороший
27400,Обычный
27401,Хороший
27402,Хороший
27403,Обычный
27404,Хороший
27405,Обычный
27406,Хороший
27407,Хороший
27424,Обычный
27425,Обычный
27426,Плохой
27427,Плохой
27428,Обычный
27429,Обычный
27430,Обычный
27431,Плохой
27432,Обычный
27433,Обычный
27434,Обычный
27435,Обычный
27436,Обычный
27437,Обычный
27438,Обычный
27439,Обычный
27456,Обычный
27457,Обычный
27458,Обычный
27459,Обычный
27460,Обычный
27461,Обычный
27462,Обычный
27463,Обычный
27472,Обычный
27473,Обычный
27474,Обычный
27475,Обычный
27476,Обычный
27477,Обычный
27478,Обычный
27479,Обычный
27512,Плохой
27513,Плохой
27514,Плохой
27515,Плохой
27516,Плохой
27517,Плохой
27518,Плохой
27519,Плохой
27600,Плохой
27601,Плохой
27602,Плохой
27603,Плохой
27604,Плохой
27605,Плохой
27606,Плохой
27607,Плохой
27608,Обычный
27609,Обычный
27610,Обычный
27611,Обычный
27612,Обычный
27613,Обычный
27614,Обычный
27615,Обычный
27712,Обычный
27713,Обычный
27714,Обычный
27715,Обычный
27716,Обычный
27717,Обычный
27718,Обычный
27719,Обычный
27744,Обычный
27745,Обычный
27746,Обычный
27747,Обычный
27748,Обычный
27749,Обычный
27750,Обычный
27751,Обычный
27784,Хороший
27785,Обычный
27786,Хороший
27787,Хороший
27788,Хороший
27789,Хороший
27790,Хороший
27791,Обычный
27800,Обычный
27801,Обычный
27802,Обычный
27803,Обычный
27804,Обычный
27805,Обычный
27806,Обычный
27807,Обычный
27808,Обычный
27809,Обычный
27810,Обычный
27811,Обычный
27812,Обычный
27813,Хороший
27814,Обычный
27815,Обычный
27848,Обычный
27849,Обычный
27850,Обычный
27851,Обычный
27852,Обычный
27853,Обычный
27854,Обычный
27855,Обычный
27880,Обычный
27881,Обычный
27882,Обычный
27883,Обычный
27884,Обычный
27885,Плохой
27886,Плохой
27887,Плохой
27896,Плохой
27897,Плохой
27898,Плохой
27899,Плохой
27900,Плохой
27901,Плохой
27902,Плохой
27903,Плохой
27920,Хороший
27921,Хороший
27922,Хороший
27923,Хороший
27924,Хороший
27925,Хороший
27926,Хороший
27927,Хороший
27936,Плохой
27937,Плохой
27938,Плохой
27939,Плохой
27940,Плохой
27941,Плохой
27942,Плохой
27943,Плохой
27976,Плохой
27977,Плохой
27978,Плохой
27979,Плохой
27980,Плохой
27981,Плохой
27982,Плохой
27983,Плохой
28024,Обычный
28025,Обычный
28026,Обычный
28027,Обычный
28028,Обычный
28029,Обычный
28030,Обычный
28031,Обычный
28088,Обычный
28089,Обычный
28090,Хороший
28091,Обычный
28092,Обычный
28093,Обычный
28094,Обычный
28095,Обычный
28096,Обычный
28097,Обычный
28098,Обычный
28099,Обычный
28100,Обычный
28101,Обычный
28102,Обычный
28103,Обычный
28144,Обычный
28145,Обычный
28146,Обычный
28147,Обычный
28148,Обычный
28149,Хороший
28150,Хороший
28151,Обычный
28160,Обычный
28161,Обычный
28162,Обычный
28163,Обычный
28164,Обычный
28165,Обычный
28166,Обычный
28167,Обычный
28176,Обычный
28177,Обычный
28178,Обычный
28179,Обычный
28180,Обычный
28181,Обычный
28182,Обычный
28183,Обычный
28192,Обычный
28193,Обычный
28194,Обычный
28195,Плохой
28196,Обычный
28197,Обычный
28198,Обычный
28199,Плохой
28200,Плохой
28201,Плохой
28202,Плохой
28203,Плохой
28204,Плохой
28205,Плохой
28206,Плохой
28207,Плохой
28216,Плохой
28217,Плохой
28218,Плохой
28219,Плохой
28220,Плохой
28221,Плохой
28222,Плохой
28223,Плохой
28264,Плохой
28265,Плохой
28266,Плохой
28267,Плохой
28268,Плохой
28269,Плохой
28270,Плохой
28271,Плохой
28272,Хороший
28273,Хороший
28274,Обычный
28275,Обычный
28276,Хороший
28277,Хороший
28278,Хороший
28279,Хороший
28280,Обычный
28281,Обычный
28282,Обычный
28283,Обычный
28284,Обычный
28285,Обычный
28286,Обычный
28287,Обычный
28296,Обычный
28297,Обычный
28298,Обычный
28299,Обычный
28300,Обычный
28301,Обычный
28302,Обычный
28303,Обычный
28312,Плохой
28313,Плохой
28314,Плохой
28315,Плохой
28316,Плохой
28317,Плохой
28318,Плохой
28319,Плохой
28328,Хороший
28329,Хороший
28330,Хороший
28331,Хороший
28332,Хороший
28333,Хороший
28334,Хороший
28335,Хороший
28344,Обычный
28345,Обычный
28346,Обычный
28347,Обычный
28348,Обычный
28349,Обычный
28350,Обычный
28351,Обычный
28352,Обычный
28353,Обычный
28354,Обычный
28355,Обычный
28356,Обычный
28357,Обычный
28358,Обычный
28359,Обычный
28360,Обычный
28361,Обычный
28362,Обычный
28363,Обычный
28364,Обычный
28365,Обычный
28366,Обычный
28367,Обычный
28368,Обычный
28369,Обычный
28370,Обычный
28371,Обычный
28372,Обычный
28373,Обычный
28374,Обычный
28375,Обычный
28416,Обычный
28417,Обычный
28418,Обычный
28419,Обычный
28420,Обычный
28421,Обычный
28422,Обычный
28423,Обычный
28472,Обычный
28473,Хороший
28474,Хороший
28475,Обычный
28476,Хороший
28477,Обычный
28478,Хороший
28479,Обычный
28504,Плохой
28505,Плохой
28506,Плохой
28507,Плохой
28508,Плохой
28509,Плохой
28510,Плохой
28511,Плохой
28512,Обычный
28513,Обычный
28514,Хороший
28515,Обычный
28516,Обычный
28517,Обычный
28518,Плохой
28519,Обычный
28560,Обычный
28561,Обычный
28562,Обычный
28563,Обычный
28564,Обычный
28565,Обычный
28566,Обычный
28567,Обычный
28624,Хороший
28625,Хороший
28626,Обычный
28627,Обычный
28628,Обычный
28629,Хороший
28630,Обычный
28631,Обычный
28632,Хороший
28633,Хороший
28634,Хороший
28635,Хороший
28636,Хороший
28637,Хороший
28638,Хороший
28639,Хороший
28648,Плохой
28649,Плохой
28650,Плохой
28651,Плохой
28652,Плохой
28653,Плохой
28654,Плохой
28655,Плохой
28672,Плохой
28673,Плохой
28674,Обычный
28675,Плохой
28676,Обычный
28677,Плохой
28678,Обычный
28679,Плохой
28688,Плохой
28689,Обычный
28690,Плохой
28691,Плохой
28692,Обычный
28693,Обычный
28694,Обычный
28695,Плохой
28696,Обычный
28697,Плохой
28698,Плохой
28699,Обычный
28700,Обычный
28701,Плохой
28702,Обычный
28703,Обычный
28704,Обычный
28705,Обычный
28706,Обычный
28707,Обычный
28708,Обычный
28709,Обычный
28710,Обычный
28711,Обычный
28712,Хороший
28713,Хороший
28714,Хороший
28715,Хороший
28716,Хороший
28717,Хороший
28718,Хороший
28719,Хороший
28760,Обычный
28761,Обычный
28762,Хороший
28763,Обычный
28764,Обычный
28765,Обычный
28766,Обычный
28767,Обычный
28768,Плохой
28769,Плохой
28770,Обычный
28771,Обычный
28772,Обычный
28773,Плохой
28774,Плохой
28775,Плохой
28824,Обычный
28825,Обычный
28826,Обычный
28827,Плохой
28828,Плохой
28829,Плохой
28830,Плохой
28831,Плохой
28880,Обычный
28881,Обычный
28882,Обычный
28883,Обычный
28884,Обычный
28885,Обычный
28886,Обычный
28887,Обычный
28912,Обычный
28913,Обычный
28914,Обычный
28915,Обычный
28916,Обычный
28917,Обычный
28918,Обычный
28919,Обычный
28928,Хороший
28929,Обычный
28930,Хороший
28931,Обычный
28932,Хороший
28933,Хороший
28934,Обычный
28935,Хороший
28960,Обычный
28961,Обычный
28962,Обычный
28963,Обычный
28964,Обычный
28965,Обычный
28966,Обычный
28967,Обычный
28976,Плохой
28977,Плохой
28978,Плохой
28979,Плохой
28980,Плохой
28981,Плохой
28982,Плохой
28983,Плохой
28992,Обычный
28993,Обычный
28994,Обычный
28995,Обычный
28996,Обычный
28997,Обычный
28998,Обычный
28999,Обычный
29016,Обычный
29017,Обычный
29018,Обычный
29019,Обычный
29020,Обычный
29021,Обычный
29022,Обычный
29023,Обычный
29024,Плохой
29025,Плохой
29026,Плохой
29027,Плохой
29028,Плохой
29029,Плохой
29030,Плохой
29031,Плохой
29032,Обычный
29033,Обычный
29034,Обычный
29035,Обычный
29036,Обычный
29037,Обычный
29038,Обычный
29039,Обычный
29048,Хороший
29049,Хороший
29050,Хороший
29051,Хороший
29052,Хороший
29053,Хороший
29054,Хороший
29055,Хороший
29056,Обычный
29057,Обычный
29058,Обычный
29059,Обычный
29060,Обычный
29061,Обычный
29062,Обычный
29063,Обычный
29064,Плохой
29065,Плохой
29066,Плохой
29067,Плохой
29068,Плохой
29069,Плохой
29070,Плохой
29071,Плохой
29072,Плохой
29073,Плохой
29074,Плохой
29075,Плохой
29076,Плохой
29077,Плохой
29078,Плохой
29079,Плохой
29112,Обычный
29113,Обычный
29114,Обычный
29115,Обычный
29116,Обычный
29117,Обычный
29118,Обычный
29119,Обычный
29136,Обычный
29137,Обычный
29138,Обычный
29139,Обычный
29140,Обычный
29141,Обычный
29142,Обычный
29143,Обычный
29144,Обычный
29145,Обычный
29146,Обычный
29147,Плохой
29148,Обычный
29149,Обычный
29150,Обычный
29151,Обычный
29160,Обычный
29161,Обычный
29162,Обычный
29163,Обычный
29164,Обычный
29165,Обычный
29166,Обычный
29167,Плохой
29304,Обычный
29305,Обычный
29306,Обычный
29307,Обычный
29308,Обычный
29309,Обычный
29310,Обычный
29311,Обычный
29312,Обычный
29313,Обычный
29314,Обычный
29315,Обычный
29316,Обычный
29317,Обычный
29318,Обычный
29319,Обычный
29320,Обычный
29321,Плохой
29322,Плохой
29323,Обычный
29324,Обычный
29325,Обычный
29326,Обычный
29327,Плохой
29328,Обычный
29329,Обычный
29330,Обычный
29331,Обычный
29332,Обычный
29333,Обычный
29334,Обычный
29335,Обычный
29336,Обычный
29337,Обычный
29338,Обычный
29339,Обычный
29340,Обычный
29341,Обычный
29342,Обычный
29343,Обычный
29352,Обычный
29353,Обычный
29354,Обычный
29355,Обычный
29356,Обычный
29357,Обычный
29358,Обычный
29359,Обычный
29368,Обычный
29369,Обычный
29370,Обычный
29371,Обычный
29372,Обычный
29373,Обычный
29374,Обычный
29375,Обычный
29376,Обычный
29377,Обычный
29378,Обычный
29379,Обычный
29380,Обычный
29381,Обычный
29382,Обычный
29383,Обычный
29400,Обычный
29401,Обычный
29402,Обычный
29403,Обычный
29404,Обычный
29405,Обычный
29406,Обычный
29407,Обычный
29424,Обычный
29425,Обычный
29426,Обычный
29427,Обычный
29428,Обычный
29429,Обычный
29430,Обычный
29431,Обычный
29432,Хороший
29433,Хороший
29434,Обычный
29435,Хороший
29436,Хороший
29437,Хороший
29438,Хороший
29439,Хороший
29448,Плохой
29449,Плохой
29450,Плохой
29451,Плохой
29452,Плохой
29453,Плохой
29454,Плохой
29455,Плохой
29488,Обычный
29489,Обычный
29490,Плохой
29491,Плохой
29492,Плохой
29493,Обычный
29494,Обычный
29495,Обычный
29504,Обычный
29505,Обычный
29506,Обычный
29507,Обычный
29508,Обычный
29509,Обычный
29510,Обычный
29511,Обычный
29512,Обычный
29513,Обычный
29514,Обычный
29515,Обычный
29516,Обычный
29517,Обычный
29518,Обычный
29519,Обычный
29552,Обычный
29553,Обычный
29554,Обычный
29555,Обычный
29556,Обычный
29557,Обычный
29558,Обычный
29559,Обычный
29560,Обычный
29561,Обычный
29562,Обычный
29563,Обычный
29564,Обычный
29565,Обычный
29566,Обычный
29567,Обычный
29568,Плохой
29569,Плохой
29570,Плохой
29571,Плохой
29572,Плохой
29573,Плохой
29574,Плохой
29575,Плохой
29584,Плохой
29585,Плохой
29586,Плохой
29587,Плохой
29588,Обычный
29589,Плохой
29590,Плохой
29591,Плохой
29600,Обычный
29601,Обычный
29602,Обычный
29603,Обычный
29604,Обычный
29605,Обычный
29606,Обычный
29607,Обычный
29632,Плохой
29633,Плохой
29634,Плохой
29635,Плохой
29636,Плохой
29637,Плохой
29638,Плохой
29639,Плохой
29640,Хороший
29641,Хороший
29642,Хороший
29643,Хороший
29644,Хороший
29645,Хороший
29646,Хороший
29647,Хороший
29648,Хороший
29649,Хороший
29650,Хороший
29651,Хороший
29652,Хороший
29653,Хороший
29654,Хороший
29655,Хороший
29672,Обычный
29673,Обычный
29674,Обычный
29675,Обычный
29676,Обычный
29677,Обычный
29678,Обычный
29679,Обычный
29704,Плохой
29705,Плохой
29706,Плохой
29707,Плохой
29708,Плохой
29709,Плохой
29710,Плохой
29711,Плохой
29712,Обычный
29713,Обычный
29714,Обычный
29715,Обычный
29716,Обычный
29717,Обычный
29718,Обычный
29719,Обычный
29720,Обычный
29721,Обычный
29722,Обычный
29723,Обычный
29724,Обычный
29725,Обычный
29726,Обычный
29727,Обычный
29736,Обычный
29737,Обычный
29738,Обычный
29739,Обычный
29740,Обычный
29741,Обычный
29742,Обычный
29743,Обычный
29760,Плохой
29761,Плохой
29762,Плохой
29763,Плохой
29764,Плохой
29765,Плохой
29766,Плохой
29767,Плохой
29768,Плохой
29769,Плохой
29770,Плохой
29771,Плохой
29772,Плохой
29773,Плохой
29774,Плохой
29775,Плохой
29776,Хороший
29777,Хороший
29778,Хороший
29779,Хороший
29780,Обычный
29781,Хороший
29782,Хороший
29783,Хороший
29808,Обычный
29809,Плохой
29810,Плохой
29811,Плохой
29812,Плохой
29813,Плохой
29814,Плохой
29815,Плохой
29832,Обычный
29833,Плохой
29834,Плохой
29835,Плохой
29836,Плохой
29837,Обычный
29838,Обычный
29839,Плохой
29848,Хороший
29849,Хороший
29850,Хороший
29851,Хороший
29852,Хороший
29853,Обычный
29854,Хороший
29855,Хороший
29872,Обычный
29873,Плохой
29874,Обычный
29875,Плохой
29876,Обычный
29877,Обычный
29878,Плохой
29879,Обычный
29904,Плохой
29905,Плохой
29906,Плохой
29907,Плохой
29908,Плохой
29909,Плохой
29910,Плохой
29911,Плохой
29912,Обычный
29913,Обычный
29914,Обычный
29915,Обычный
29916,Обычный
29917,Обычный
29918,Обычный
29919,Обычный
29920,Хороший
29921,Хороший
29922,Хороший
29923,Хороший
29924,Хороший
29925,Хороший
29926,Хороший
29927,Хороший
29936,Обычный
29937,Плохой
29938,Плохой
29939,Обычный
29940,Плохой
29941,Плохой
29942,Плохой
29943,Плохой
29968,Обычный
29969,Обычный
29970,Обычный
29971,Хороший
29972,Хороший
29973,Хороший
29974,Хороший
29975,Хороший
30016,Обычный
30017,Обычный
30018,Обычный
30019,Обычный
30020,Обычный
30021,Обычный
30022,Обычный
30023,Обычный
30024,Обычный
30025,Обычный
30026,Обычный
30027,Обычный
30028,Обычный
30029,Обычный
30030,Обычный
30031,Обычный
30056,Плохой
30057,Плохой
30058,Плохой
30059,Плохой
30060,Плохой
30061,Плохой
30062,Плохой
30063,Плохой
30088,Плохой
30089,Плохой
30090,Плохой
30091,Плохой
30092,Плохой
30093,Плохой
30094,Плохой
30095,Плохой
30104,Обычный
30105,Обычный
30106,Обычный
30107,Обычный
30108,Обычный
30109,Обычный
30110,Обычный
30111,Обычный
30120,Обычный
30121,Обычный
30122,Обычный
30123,Обычный
30124,Обычный
30125,Обычный
30126,Обычный
30127,Обычный
30152,Хороший
30153,Хороший
30154,Хороший
30155,Хороший
30156,Хороший
30157,Хороший
30158,Хороший
30159,Хороший
30184,Хороший
30185,Хороший
30186,Хороший
30187,Хороший
30188,Хороший
30189,Хороший
30190,Хороший
30191,Хороший
30192,Хороший
30193,Обычный
30194,Хороший
30195,Хороший
30196,Хороший
30197,Хороший
30198,Хороший
30199,Хороший
30248,Обычный
30249,Обычный
30250,Плохой
30251,Обычный
30252,Обычный
30253,Обычный
30254,Обычный
30255,Обычный
30288,Обычный
30289,Обычный
30290,Обычный
30291,Обычный
30292,Обычный
30293,Плохой
30294,Плохой
30295,Обычный
30336,Хороший
30337,Хороший
30338,Хороший
30339,Хороший
30340,Хороший
30341,Хороший
30342,Хороший
30343,Хороший
30344,Обычный
30345,Обычный
30346,Обычный
30347,Обычный
30348,Обычный
30349,Обычный
30350,Обычный
30351,Обычный
30456,Плохой
30457,Плохой
30458,Плохой
30459,Плохой
30460,Плохой
30461,Плохой
30462,Плохой
30463,Плохой
30536,Обычный
30537,Обычный
30538,Обычный
30539,Обычный
30540,Обычный
30541,Обычный
30542,Обычный
30543,Обычный
30544,Хороший
30545,Хороший
30546,Хороший
30547,Хороший
30548,Хороший
30549,Хороший
30550,Хороший
30551,Хороший
30616,Обычный
30617,Обычный
30618,Обычный
30619,Обычный
30620,Обычный
30621,Обычный
30622,Обычный
30623,Обычный
30696,Обычный
30697,Обычный
30698,Обычный
30699,Обычный
30700,Обычный
30701,Обычный
30702,Обычный
30703,Обычный
30704,Плохой
30705,Плохой
30706,Плохой
30707,Плохой
30708,Плохой
30709,Плохой
30710,Плохой
30711,Плохой
30736,Плохой
30737,Обычный
30738,Обычный
30739,Плохой
30740,Плохой
30741,Плохой
30742,Обычный
30743,Плохой
30760,Плохой
30761,Плохой
30762,Плохой
30763,Плохой
30764,Плохой
30765,Плохой
30766,Плохой
30767,Плохой
30784,Плохой
30785,Плохой
30786,Плохой
30787,Плохой
30788,Плохой
30789,Плохой
30790,Плохой
30791,Плохой
30800,Обычный
30801,Хороший
30802,Хороший
30803,Обычный
30804,Хороший
30805,Хороший
30806,Хороший
30807,Обычный
30832,Обычный
30833,Обычный
30834,Обычный
30835,Обычный
30836,Обычный
30837,Обычный
30838,Обычный
30839,Обычный
30840,Обычный
30841,Обычный
30842,Обычный
30843,Обычный
30844,Обычный
30845,Плохой
30846,Обычный
30847,Плохой
30856,Плохой
30857,Плохой
30858,Обычный
30859,Обычный
30860,Обычный
30861,Обычный
30862,Плохой
30863,Обычный
30880,Обычный
30881,Обычный
30882,Обычный
30883,Обычный
30884,Обычный
30885,Обычный
30886,Обычный
30887,Обычный
30896,Плохой
30897,Обычный
30898,Плохой
30899,Обычный
30900,Обычный
30901,Плохой
30902,Плохой
30903,Плохой
30912,Плохой
30913,Плохой
30914,Плохой
30915,Плохой
30916,Плохой
30917,Плохой
30918,Плохой
30919,Плохой
30944,Обычный
30945,Обычный
30946,Обычный
30947,Обычный
30948,Обычный
30949,Обычный
30950,Обычный
30951,Обычный
30960,Плохой
30961,Плохой
30962,Плохой
30963,Плохой
30964,Плохой
30965,Плохой
30966,Плохой
30967,Плохой
30968,Плохой
30969,Плохой
30970,Плохой
30971,Плохой
30972,Плохой
30973,Плохой
30974,Плохой
30975,Плохой
30992,Обычный
30993,Обычный
30994,Обычный
30995,Обычный
30996,Обычный
30997,Обычный
30998,Обычный
30999,Обычный
31000,Плохой
31001,Плохой
31002,Плохой
31003,Плохой
31004,Плохой
31005,Плохой
31006,Плохой
31007,Плохой
31016,Обычный
31017,Обычный
31018,Обычный
31019,Обычный
31020,Обычный
31021,Обычный
31022,Обычный
31023,Обычный
31064,Плохой
31065,Плохой
31066,Плохой
31067,Плохой
31068,Плохой
31069,Плохой
31070,Плохой
31071,Плохой
31096,Обычный
31097,Обычный
31098,Обычный
31099,Обычный
31100,Обычный
31101,Обычный
31102,Обычный
31103,Обычный
31136,Обычный
31137,Обычный
31138,Обычный
31139,Обычный
31140,Обычный
31141,Обычный
31142,Плохой
31143,Обычный
31144,Обычный
31145,Обычный
31146,Обычный
31147,Обычный
31148,Обычный
31149,Обычный
31150,Обычный
31151,Обычный
31160,Обычный
31161,Обычный
31162,Обычный
31163,Обычный
31164,Обычный
31165,Обычный
31166,Обычный
31167,Обычный
31232,Плохой
31233,Плохой
31234,Плохой
31235,Плохой
31236,Плохой
31237,Плохой
31238,Плохой
31239,Плохой
31240,Обычный
31241,Обычный
31242,Обычный
31243,Обычный
31244,Обычный
31245,Обычный
31246,Обычный
31247,Обычный
31248,Обычный
31249,Обычный
31250,Обычный
31251,Обычный
31252,Плохой
31253,Обычный
31254,Обычный
31255,Плохой
31256,Обычный
31257,Обычный
31258,Плохой
31259,Обычный
31260,Обычный
31261,Обычный
31262,Обычный
31263,Обычный
31344,Плохой
31345,Плохой
31346,Плохой
31347,Плохой
31348,Плохой
31349,Плохой
31350,Плохой
31351,Плохой
31352,Плохой
31353,Плохой
31354,Плохой
31355,Плохой
31356,Плохой
31357,Плохой
31358,Плохой
31359,Плохой
31368,Обычный
31369,Обычный
31370,Обычный
31371,Обычный
31372,Обычный
31373,Обычный
31374,Обычный
31375,Обычный
31408,Обычный
31409,Обычный
31410,Обычный
31411,Обычный
31412,Обычный
31413,Обычный
31414,Обычный
31415,Обычный
31432,Плохой
31433,Плохой
31434,Плохой
31435,Плохой
31436,Плохой
31437,Плохой
31438,Плохой
31439,Плохой
31440,Хороший
31441,Хороший
31442,Хороший
31443,Хороший
31444,Хороший
31445,Хороший
31446,Хороший
31447,Хороший
31456,Обычный
31457,Обычный
31458,Обычный
31459,Обычный
31460,Обычный
31461,Плохой
31462,Обычный
31463,Обычный
31504,Обычный
31505,Обычный
31506,Обычный
31507,Обычный
31508,Обычный
31509,Обычный
31510,Обычный
31511,Обычный
31520,Хороший
31521,Хороший
31522,Хороший
31523,Хороший
31524,Хороший
31525,Хороший
31526,Хороший
31527,Хороший
31536,Обычный
31537,Обычный
31538,Обычный
31539,Обычный
31540,Обычный
31541,Обычный
31542,Обычный
31543,Обычный
31568,Обычный
31569,Обычный
31570,Обычный
31571,Обычный
31572,Обычный
31573,Обычный
31574,Обычный
31575,Обычный
31600,Плохой
31601,Плохой
31602,Плохой
31603,Плохой
31604,Плохой
31605,Плохой
31606,Плохой
31607,Плохой
31680,Плохой
31681,Плохой
31682,Плохой
31683,Плохой
31684,Плохой
31685,Плохой
31686,Плохой
31687,Плохой
31688,Хороший
31689,Хороший
31690,Обычный
31691,Хороший
31692,Хороший
31693,Обычный
31694,Хороший
31695,Обычный
31704,Хороший
31705,Обычный
31706,Плохой
31707,Обычный
31708,Хороший
31709,Хороший
31710,Обычный
31711,Обычный
31712,Хороший
31713,Хороший
31714,Хороший
31715,Хороший
31716,Хороший
31717,Хороший
31718,Хороший
31719,Хороший
31728,Обычный
31729,Обычный
31730,Обычный
31731,Обычный
31732,Обычный
31733,Обычный
31734,Обычный
31735,Обычный
31736,Плохой
31737,Плохой
31738,Плохой
31739,Плохой
31740,Плохой
31741,Плохой
31742,Плохой
31743,Плохой
31784,Плохой
31785,Обычный
31786,Обычный
31787,Обычный
31788,Плохой
31789,Плохой
31790,Плохой
31791,Обычный
31792,Обычный
31793,Обычный
31794,Обычный
31795,Обычный
31796,Обычный
31797,Обычный
31798,Хороший
31799,Обычный
31832,Обычный
31833,Хороший
31834,Хороший
31835,Хороший
31836,Хороший
31837,Хороший
31838,Хороший
31839,Хороший
31848,Обычный
31849,Обычный
31850,Обычный
31851,Обычный
31852,Обычный
31853,Обычный
31854,Обычный
31855,Обычный
31872,Обычный
31873,Обычный
31874,Обычный
31875,Обычный
31876,Плохой
31877,Обычный
31878,Обычный
31879,Обычный
31888,Обычный
31889,Обычный
31890,Обычный
31891,Обычный
31892,Обычный
31893,Обычный
31894,Обычный
31895,Обычный
31904,Плохой
31905,Плохой
31906,Плохой
31907,Плохой
31908,Плохой
31909,Плохой
31910,Плохой
31911,Плохой
31920,Обычный
31921,Обычный
31922,Обычный
31923,Обычный
31924,Обычный
31925,Обычный
31926,Обычный
31927,Обычный
31928,Хороший
31929,Хороший
31930,Хороший
31931,Хороший
31932,Хороший
31933,Хороший
31934,Хороший
31935,Хороший
31992,Обычный
31993,Обычный
31994,Обычный
31995,Обычный
31996,Обычный
31997,Обычный
31998,Обычный
31999,Обычный
32008,Обычный
32009,Обычный
32010,Плохой
32011,Обычный
32012,Обычный
32013,Обычный
32014,Обычный
32015,Обычный
32016,Обычный
32017,Обычный
32018,Обычный
32019,Обычный
32020,Обычный
32021,Обычный
32022,Обычный
32023,Обычный
32032,Хороший
32033,Хороший
32034,Хороший
32035,Хороший
32036,Хороший
32037,Хороший
32038,Хороший
32039,Хороший
32048,Обычный
32049,Плохой
32050,Обычный
32051,Плохой
32052,Плохой
32053,Обычный
32054,Обычный
32055,Плохой
32064,Обычный
32065,Обычный
32066,Обычный
32067,Обычный
32068,Обычный
32069,Обычный
32070,Обычный
32071,Обычный
32096,Обычный
32097,Обычный
32098,Обычный
32099,Обычный
32100,Обычный
32101,Обычный
32102,Обычный
32103,Обычный
32112,Обычный
32113,Обычный
32114,Обычный
32115,Обычный
32116,Обычный
32117,Обычный
32118,Обычный
32119,Обычный
32144,Хороший
32145,Хороший
32146,Обычный
32147,Хороший
32148,Обычный
32149,Хороший
32150,Обычный
32151,Обычный
32160,Обычный
32161,Обычный
32162,Обычный
32163,Обычный
32164,Обычный
32165,Обычный
32166,Обычный
32167,Обычный
32168,Обычный
32169,Хороший
32170,Хороший
32171,Хороший
32172,Хороший
32173,Обычный
32174,Хороший
32175,Хороший
32176,Плохой
32177,Плохой
32178,Плохой
32179,Плохой
32180,Плохой
32181,Плохой
32182,Плохой
32183,Плохой
32216,Хороший
32217,Хороший
32218,Хороший
32219,Хороший
32220,Хороший
32221,Хороший
32222,Хороший
32223,Хороший
32224,Обычный
32225,Обычный
32226,Обычный
32227,Обычный
32228,Обычный
32229,Обычный
32230,Обычный
32231,Обычный
32256,Обычный
32257,Обычный
32258,Обычный
32259,Обычный
32260,Обычный
32261,Хороший
32262,Плохой
32263,Плохой
32280,Обычный
32281,Обычный
32282,Обычный
32283,Обычный
32284,Обычный
32285,Обычный
32286,Обычный
32287,Обычный
32288,Обычный
32289,Обычный
32290,Обычный
32291,Обычный
32292,Обычный
32293,Обычный
32294,Обычный
