client_id,month,age,occupation,annual_income,monthly_salary,number_bank_accounts,number_credit_cards,interest_rate,number_loan,delay_from_due_date,number_delayed_payment,number_credit_inquiries,unpaid_debt,credit_utilization_ratio,credit_history_age,min_amount_payment,monthy_amount_invested,client_behaviour,monthly_balance,credit_rating
85f2fbf01a,Июнь,49.0,Предприниматель,32195.629999999997,2722.4,2,5,5.0,3.0,9,11.0,0.0,1339.6,30.11502583743052,22 г. 0 м.,No,95.19105821087228,"Малые траты, большие платежи",372.071750253628,Хороший
85f2fbf01a,Июль,49.0,,32230.859999999997,,2,5,,3.0,9,10.0,0.0,1339.6,30.445852754965248,22 г. 1 м.,No,189.4042624227481,"Большие траты, малые платежи",263.1085460417522,Хороший
85f2fbf01a,Август,49.0,Предприниматель,31585.989999999998,2650.26628073925,2,5,5.0,3.0,9,9.0,0.0,1339.6,37.10292074809094,22 г. 2 м.,No,112.65746800217116,"Большие траты, средние платежи",337.4353404623292,Хороший
85f2fbf01a,Сентябрь,49.0,Предприниматель,31921.989999999998,2638.54628073925,2,5,5.0,3.0,6,11.0,2.0,1339.6,40.381051411646204,22 г. 3 м.,No,,"Малые траты, большие платежи",370.2542416545098,Хороший
5180128b10,Февраль,,Руководитель,60762.18,4858.296666666666,0,5,7.0,1.0,13,6.0,2.0,71.52,38.845106792674365,32 г. 11 м.,No,214.8214092990237,"Малые траты, малые платежи",529.7406575719739,Хороший
5180128b10,Март,20.0,Руководитель,60773.549999999996,4795.426666666666,0,5,7.0,1.0,13,,2.0,71.52,34.26205575351436,33 г. 0 м.,No,,"Большие траты, малые платежи",626.4390097606547,Хороший
5180128b10,Апрель,20.0,,61173.26,,0,5,7.0,1.0,13,3.0,2.0,71.52,32.20393877762029,33 г. 1 м.,NM,120.86911964921808,"Большие траты, средние платежи",583.6029472217795,Хороший
5180128b10,Май,20.0,Руководитель,60540.79,4774.406666666666,0,5,7.0,1.0,17,0.0,2.0,71.52,27.3743242220953,33 г. 2 м.,NM,173.3238099112157,"Большие траты, средние платежи",534.2182569597818,Хороший
5180128b10,Июнь,20.0,Руководитель,61219.03,4822.586666666666,0,5,7.0,1.0,13,3.0,2.0,71.52,37.11285822994529,33 г. 3 м.,No,103.44539868614969,"Большие траты, малые платежи",612.0266681848478,Хороший
5180128b10,Июль,,Руководитель,61137.729999999996,4857.286666666666,0,5,7.0,1.0,13,3.0,2.0,71.52,32.7530511292349,33 г. 4 м.,No,563.1979100000149,"Малые траты, малые платежи",186.24415687098264,Хороший
5180128b10,Август,20.0,Руководитель,60694.32,4869.376666666666,0,5,7.0,1.0,13,,2.0,71.52,30.41290625373138,33 г. 5 м.,No,68.86899416675928,"Большие траты, большие платежи",625.3530727042382,Хороший
5180128b10,Сентябрь,20.0,Руководитель,61053.049999999996,4771.956666666666,0,5,7.0,,10,3.0,2.0,71.52,41.96960972611395,33 г. 6 м.,No,235.23290495465847,"Малые траты, малые платежи",507.6791619163391,Обычный
24053ce8c3,Февраль,39.0,Журналист,4282284.05,1230.1908333333333,5,7,20.0,0.0,17,,4.0,265.86,37.3105544314723,18 г. 3 м.,Yes,91.65269595349173,"Малые траты, малые платежи",327.43838737984163,Обычный
24053ce8c3,Март,40.0,Журналист,18756.82,1227.2908333333335,5,7,20.0,0.0,19,,4.0,265.86,23.163930091399436,18 г. 4 м.,Yes,57.8410319101613,"Малые траты, малые платежи",356.870051423172,Обычный
24053ce8c3,Апрель,,Журналист,18398.760000000002,1209.6608333333334,5,7,20.0,0.0,19,15.0,4.0,265.86,29.632146433089808,18 г. 5 м.,Yes,68.52655644023419,"Малые траты, малые платежи",342.6445268930992,Обычный
24053ce8c3,Май,40.0,Журналист,18275.38,,5,7,20.0,,19,18.0,4.0,265.86,22.819032371589483,18 г. 6 м.,Yes,140.50617634658187,"Малые траты, малые платежи",271.61490698675146,Обычный
24053ce8c3,Июнь,40.0,Журналист,18750.46,1253.9308333333333,5,7,20.0,0.0,21,14.0,4.0,265.86,29.43096295461773,18 г. 7 м.,Yes,78.81926894785965,"Малые траты, малые платежи",338.81181438547367,Обычный
24053ce8c3,Июль,40.0,Журналист,18921.9,1209.4608333333333,857,7,20.0,0.0,19,15.0,8.0,265.86,30.428344978187862,18 г. 8 м.,Yes,55.624209301408364,"Малые траты, средние платежи",347.37687403192496,Обычный
24053ce8c3,Август,,Журналист,18095.18,1232.7408333333333,5,7,20.0,0.0,20,15.0,8.0,265.86,35.439936343856445,18 г. 9 м.,Yes,,"Малые траты, малые платежи",293.3419110094769,Обычный
24053ce8c3,Сентябрь,40.0,Журналист,18721.73,1268.9108333333334,5,7,,0.0,19,13.0,8.0,265.86,32.49506507418052,18 г. 10 м.,Yes,,,352.56119274174245,Хороший
a156c5d6ee,Февраль,15.0,Писатель,9779.42,622.4341666666666,6,7,30.0,5.0,54,,,2086.22,31.13203623429922,,Yes,47.82292503783197,,271.92269670691945,Плохой
a156c5d6ee,Март,15.0,Писатель,9758.83,621.5441666666666,6,7,30.0,5.0,52,15.0,9.0,2086.22,31.70034659053251,14 г. 9 м.,Yes,45.769449047483995,"Большие траты, малые платежи",240.60617269726745,Плохой
a156c5d6ee,Апрель,15.0,Писатель,9783.28,,6,7,30.0,5.0,51,,9.0,2086.22,24.52577774898868,14 г. 10 м.,Yes,59.14913717473914,"Малые траты, средние платежи",251.24648457001226,Плохой
a156c5d6ee,Май,15.0,Писатель,10062.87,612.6141666666665,6,7,30.0,5.0,54,15.0,9.0,2086.22,29.6508883009024,14 г. 11 м.,Yes,27.704734987336344,"Малые траты, малые платежи",295.1808867574151,Плохой
a156c5d6ee,Июнь,15.0,Писатель,9764.460000000001,638.2941666666666,6,7,30.0,5.0,52,15.0,9.0,2086.22,24.293014183116423,15 г. 0 м.,Yes,25.45425231570541,"Малые траты, средние платежи",283.241369429046,Плохой
a156c5d6ee,Июль,15.0,Писатель,10305.380000000001,612.6141666666665,6,7,30.0,5.0,54,15.0,9.0,2086.22,36.771396950092246,15 г. 1 м.,Yes,78.66253232888491,"Малые траты, малые платежи",240.5530894158665,Плохой
a156c5d6ee,Август,15.0,Писатель,10388.28,688.8241666666665,6,7,30.0,5.0,56,15.0,9.0,2086.22,27.52261987231588,15 г. 2 м.,Yes,10.9220390794574,"Большие траты, большие платежи",255.67358266529405,Обычный
a156c5d6ee,Сентябрь,,Писатель,9435.44,643.4641666666665,6,7,30.0,5.0,56,15.0,13.0,2086.22,28.78999856533403,15 г. 3 м.,Yes,80.02928607607187,"Малые траты, малые платежи",245.2663356686796,Обычный
a73926b2e1,Февраль,42.0,Юрист,135089.58,,8,4,6.0,0.0,12,17.0,1.0,429.77,35.83808667780511,18 г. 4 м.,No,239.74679717298105,"Большие траты, большие платежи",1121.4595361603524,Хороший
a73926b2e1,Март,42.0,Юрист,135008.21,11269.153333333332,8,4,6.0,0.0,12,17.0,1.0,429.77,34.87647096208242,18 г. 5 м.,NM,226.887045825107,"Большие траты, большие платежи",1141.2692875082266,Хороший
a73926b2e1,Апрель,42.0,Юрист,134938.31999999998,11253.093333333332,8,4,6.0,0.0,11,17.0,1.0,429.77,32.852641310930835,18 г. 6 м.,No,204.37434657251092,"Большие траты, большие платежи",1162.7019867608221,Хороший
a73926b2e1,Май,43.0,Юрист,135123.69999999998,11301.433333333332,8,4,6.0,0.0,14,17.0,1.0,429.77,39.48680594082232,18 г. 7 м.,No,166.14809854595185,,1206.0582347873815,Обычный
a73926b2e1,Июнь,43.0,Юрист,,,8,4,,0.0,12,17.0,1.0,429.77,29.6380737263474,18 г. 8 м.,No,771.7409073784828,"Малые траты, средние платежи",629.7654259548505,Хороший
a73926b2e1,Июль,43.0,Юрист,135732.94999999998,11267.893333333332,8,4,6.0,0.0,12,17.0,1.0,429.77,35.804893670139435,18 г. 9 м.,NM,349.8131963463263,,1023.2031369870069,Хороший
a73926b2e1,Август,43.0,Юрист,135117.78,11270.853333333333,8,4,6.0,0.0,12,19.0,3.0,429.77,39.289956221477865,18 г. 10 м.,No,329.20261930752525,"Большие траты, средние платежи",1043.523714025808,Хороший
a73926b2e1,Сентябрь,43.0,Юрист,135389.91,11248.043333333331,8,4,6.0,0.0,12,17.0,3.0,429.77,33.77132626852749,18 г. 11 м.,No,150.45956773288816,"Большие траты, большие платежи",1214.5067656004449,Хороший
8883d852ac,Февраль,21.0,Врач,29538.079999999998,2531.3116666666665,7,8,31.0,7.0,42,15.0,10.0,1286.07,37.83423279250728,14 г. 10 м.,Yes,43.06699278112896,"Большие траты, средние платежи",321.0558916323006,Обычный
8883d852ac,Март,21.0,Врач,29275.67,2574.6416666666664,7,8,31.0,7.0,45,16.0,10.0,1286.07,35.215890739830606,14 г. 11 м.,Yes,79.92624481841061,"Большие траты, малые платежи",292.49663959501885,Плохой
8883d852ac,Апрель,21.0,Врач,,,7,8,31.0,7.0,42,16.0,10.0,1286.07,36.690608668526686,15 г. 0 м.,Yes,157.89094640287536,"Большие траты, малые платежи",219.4519380105542,Плохой
8883d852ac,Май,,Врач,29159.45,2606.0416666666665,7,8,31.0,7.0,44,16.0,10.0,1286.07,28.69716511331343,15 г. 1 м.,Yes,161.17205780388818,"Большие траты, малые платежи",210.2008266095413,Плохой
8883d852ac,Июнь,22.0,Врач,29588.93,2551.0416666666665,7,8,31.0,7.0,39,16.0,10.0,1286.07,30.22208042579987,15 г. 2 м.,Yes,170.0207938418117,"Большие траты, малые платежи",203.2420905716179,Плохой
8883d852ac,Июль,22.0,Врач,29197.12,2564.5116666666663,7,8,31.0,7.0,39,15.0,10.0,1286.07,30.18915882970695,15 г. 3 м.,Yes,123.88724858514306,"Малые траты, малые платежи",284.5956358282865,Плохой
8883d852ac,Август,22.0,,,,7,8,31.0,7.0,42,16.0,10.0,1286.07,23.28016474723793,15 г. 4 м.,Yes,105.1582924728845,,264.43459194054503,Хороший
8883d852ac,Сентябрь,22.0,,28806.44,2594.0116666666663,7,8,31.0,,42,16.0,10.0,1286.07,33.71412080542835,15 г. 5 м.,Yes,23.7184339694421,"Большие траты, большие платежи",334.99445044398743,Плохой
ed9df5ac4e,Февраль,29.0,Предприниматель,29404.71,2766.9849999999997,10,9,15.0,5.0,42,20.0,10.0,2593.23,34.82247159035564,,Yes,259.54700192040605,"Малые траты, большие платежи",185.60501390692247,Обычный
ed9df5ac4e,Март,30.0,Предприниматель,29601.219999999998,2685.7349999999997,975,9,15.0,5.0,40,21.0,10.0,2593.23,31.595543540938536,16 г. 2 м.,Yes,154.33090476858834,"Малые траты, большие платежи",288.17111105874017,Плохой
ed9df5ac4e,Апрель,30.0,Предприниматель,29771.87,2750.1349999999998,10,9,15.0,5.0,42,21.0,10.0,2593.23,27.205198191901733,16 г. 3 м.,Yes,171.32690172343212,"Малые траты, средние платежи",275.3251141038964,Плохой
ed9df5ac4e,Май,30.0,Предприниматель,29413.03,2691.095,10,9,15.0,5.0,44,20.0,10.0,2593.23,34.20681096752931,16 г. 4 м.,Yes,47.410926753283746,"Большие траты, средние платежи",376.1310890740448,Плохой
ed9df5ac4e,Июнь,30.0,Предприниматель,29710.0,2673.795,10,9,15.0,5.0,42,21.0,10.0,2593.23,33.26689934913836,16 г. 5 м.,Yes,106.67303707133655,"Малые траты, малые платежи",349.058978755992,Плохой
ed9df5ac4e,Июль,30.0,Предприниматель,29789.809999999998,2681.875,10,9,15.0,5.0,42,,13.0,2593.23,35.13372630197754,16 г. 6 м.,Yes,46.3571389306625,"Большие траты, средние платежи",372.03487689666605,Плохой
ed9df5ac4e,Август,30.0,Предприниматель,29317.199999999997,2761.515,10,9,15.0,,42,21.0,13.0,2593.23,37.353995049581606,,Yes,104.00736494656887,"Большие траты, малые платежи",327.06465088075964,Обычный
ed9df5ac4e,Сентябрь,30.0,Предприниматель,29979.21,2756.845,10,9,15.0,5.0,42,21.0,13.0,2593.23,28.82367550440972,16 г. 8 м.,Yes,185.9308172176029,"Малые траты, малые платежи",277.53119860972555,Плохой
1d28908eea,Февраль,15.0,Музыкант,52622.16,4529.305,7,5,32.0,3.0,46,24.0,11.0,2196.59,30.95751108435655,8 г. 7 м.,Yes,121.46301579304537,"Малые траты, средние платежи",504.2587159634722,Плохой
1d28908eea,Март,15.0,Музыкант,52853.5,4595.155,7,5,,3.0,44,24.0,11.0,2196.59,34.15992896027812,8 г. 8 м.,Yes,305.14814645192564,"Малые траты, малые платежи",324.31358530459187,Плохой
1d28908eea,Апрель,15.0,Музыкант,52528.44,4585.365,7,5,32.0,3.0,49,24.0,11.0,2196.59,25.202393078857607,8 г. 9 м.,Yes,521.4244394551408,"Малые траты, малые платежи",115.91729230137663,Плохой
1d28908eea,Май,15.0,Музыкант,52714.1,4543.845,7,5,32.0,3.0,46,24.0,11.0,2196.59,38.11608034233997,8 г. 10 м.,Yes,234.70605695209682,"Большие траты, малые платежи",363.08567480442076,Обычный
1d28908eea,Июнь,15.0,,52743.04,4547.175,7,5,32.0,3.0,46,27.0,12.0,2196.59,39.37963690168181,8 г. 11 м.,Yes,169.85951046677874,"Большие траты, средние платежи",419.91222128973885,Плохой
1d28908eea,Июль,15.0,Музыкант,52880.75,4563.365,7,5,32.0,3.0,46,,12.0,2196.59,26.52488619900291,9 г. 0 м.,Yes,389.28947709314764,"Малые траты, малые платежи",243.4322546633699,Обычный
1d28908eea,Август,15.0,Музыкант,52122.85,,7,5,32.0,3.0,46,26.0,12.0,2196.59,32.39623641832563,9 г. 1 м.,Yes,113.47673152297578,"Большие траты, средние платежи",483.1450002335417,Обычный
1d28908eea,Сентябрь,15.0,Музыкант,52530.78,,7,5,32.0,3.0,47,24.0,12.0,2196.59,27.55070351150094,9 г. 2 м.,Yes,155.17093201847214,"Большие траты, малые платежи",449.97079973804534,Обычный
df84dc77b1,Февраль,30.0,Юрист,15484.779999999999,,4,3,18.0,,22,16.0,4.0,2098.83,22.705344755850696,11 г. 4 м.,Yes,119.26462192927843,"Малые траты, малые платежи",235.09688996337047,Обычный
df84dc77b1,Март,30.0,Юрист,15653.119999999999,,4,3,18.0,5.0,22,13.0,4.0,2098.83,28.331756362385462,11 г. 5 м.,Yes,,"Малые траты, средние платежи",304.7352515310501,Плохой
df84dc77b1,Апрель,30.0,Юрист,15546.5,1031.0091666666663,4,3,18.0,5.0,22,13.0,4.0,2098.83,33.03178819927704,11 г. 6 м.,Yes,68.36290141069334,"Малые траты, средние платежи",276.0486104819557,Плохой
df84dc77b1,Май,30.0,Юрист,15057.56,1109.2191666666663,4,3,18.0,5.0,20,13.0,4.0,2098.83,25.383659295440516,11 г. 7 м.,Yes,102.62266972858644,"Малые траты, малые платежи",247.83884216406253,Плохой
df84dc77b1,Июнь,30.0,Юрист,15245.06,1031.0391666666662,4,3,18.0,5.0,17,13.0,4.0,2098.83,26.36631977162413,11 г. 8 м.,Yes,68.00992311920578,"Малые траты, большие платежи",264.2415887734432,Обычный
df84dc77b1,Июль,30.0,Юрист,15448.42,1090.5891666666662,4,3,18.0,5.0,25,10.0,4.0,2098.83,30.55846069274385,11 г. 9 м.,NM,35.060706598956145,"Большие траты, малые платежи",284.4808052936928,Плохой
df84dc77b1,Август,31.0,Юрист,14885.07,,4,3,18.0,5.0,21,13.0,4.0,,25.112382152817627,11 г. 10 м.,Yes,30.751618192827237,"Малые траты, средние платежи",310.34989369982173,Плохой
df84dc77b1,Сентябрь,31.0,Юрист,14940.619999999999,1023.2891666666662,4,3,18.0,5.0,22,12.0,7.0,2098.83,38.87980553017453,11 г. 11 м.,Yes,129.2907433205334,"Малые траты, малые платежи",227.8307685721156,Плохой
fbc08389c0,Февраль,19.0,Юрист,97443.0,8161.226666666666,4,6,6.0,0.0,7,12.0,0.0,750.95,29.853684636794423,28 г. 2 м.,No,436.9590010285341,"Малые траты, средние платежи",658.3506656381326,Плохой
fbc08389c0,Март,,Юрист,97260.21,8196.206666666665,4,6,,0.0,6,11.0,0.0,750.95,36.748487935590575,28 г. 3 м.,No,750.1068909777048,,340.15277568896187,Обычный
fbc08389c0,Апрель,19.0,Юрист,16174670.56,8191.546666666666,4,6,6.0,0.0,5,10.0,,750.95,27.506721632948235,28 г. 4 м.,No,342.7064345272703,"Малые траты, средние платежи",753.9532321393964,Плохой
fbc08389c0,Май,19.0,,97548.24,8139.346666666666,4,6,6.0,0.0,7,10.0,3.0,750.95,31.477867979259315,28 г. 5 м.,No,246.04774221806042,"Малые траты, большие платежи",841.8419244486064,Плохой
fbc08389c0,Июнь,19.0,Юрист,97310.63,,4,6,6.0,0.0,7,10.0,3.0,750.95,34.21771027000113,28 г. 6 м.,No,313.67053819808984,"Большие траты, средние платежи",748.9591284685769,Плохой
fbc08389c0,Июль,19.0,Юрист,97810.79000000001,8185.586666666666,1496,6,6.0,0.0,7,12.0,3.0,750.95,31.38361666640721,28 г. 7 м.,No,162.22203829735082,"Большие траты, большие платежи",897.5276283693158,Плохой
fbc08389c0,Август,,Юрист,97766.84000000001,8186.096666666666,4,6,6.0,0.0,7,,3.0,750.95,23.116578129146305,28 г. 8 м.,NM,1099.9412103112309,"Малые траты, малые платежи",10.608456355435578,Обычный
fbc08389c0,Сентябрь,19.0,Юрист,97960.31000000001,,4,6,6.0,0.0,7,10.0,3.0,750.95,40.300154867021824,28 г. 9 м.,No,104.65426299556765,"Большие траты, большие платежи",947.4254036710992,Обычный
9d6cfdfa4b,Февраль,47.0,Архитектор,31742.38,2455.8825,3,6,2.0,4.0,12,10.0,2.0,220.33,31.02349490421988,,NM,29.857576190018314,"Большие траты, средние платежи",405.9618283653047,Плохой
9d6cfdfa4b,Март,47.0,Архитектор,31309.53,2469.7025000000003,3,6,2.0,4.0,16,7.0,2.0,220.33,39.12536691512787,21 г. 9 м.,No,138.47062344937186,"Большие траты, малые платежи",307.1687811059511,Плохой
9d6cfdfa4b,Апрель,47.0,Архитектор,31022.57,2478.6725,3,6,2.0,4.0,16,9.0,2.0,220.33,23.829814713459225,21 г. 10 м.,No,164.56363104438444,"Большие траты, малые платежи",274.7457735109385,Плохой
9d6cfdfa4b,Май,48.0,Архитектор,31735.71,2434.3025000000002,3,6,,4.0,16,10.0,,220.33,22.875125469093,21 г. 11 м.,No,132.8401268070435,,321.6392777482794,Плохой
9d6cfdfa4b,Июнь,48.0,,30954.829999999998,,3,6,2.0,4.0,12,,2.0,220.33,28.177959663082014,22 г. 0 м.,No,,"Малые траты, средние платежи",227.33547177026702,Плохой
9d6cfdfa4b,Июль,48.0,Архитектор,31245.34,2439.5325000000003,3,6,2.0,4.0,14,8.0,2.0,220.33,29.703766213887437,22 г. 1 м.,No,97.91526493361627,"Малые траты, большие платежи",359.1041396217065,Плохой
9d6cfdfa4b,Август,48.0,Архитектор,31814.81,2458.1225,3,6,2.0,,14,8.0,,220.33,24.25835594010841,22 г. 2 м.,No,,"Большие траты, малые платежи",278.7753154806955,Обычный
9d6cfdfa4b,Сентябрь,48.0,,,2457.2125,3,6,2.0,4.0,14,,2.0,220.33,24.276058862340584,22 г. 3 м.,No,208.8004956546976,,248.76890890062538,Обычный
16fb9017af,Февраль,31.0,Архитектор,30562.84,2446.8866666666668,1,5,12.0,2.0,19,1.0,2.0,957.53,29.963917141028016,21 г. 3 м.,No,,"Малые траты, малые платежи",416.76254652795154,Плохой
16fb9017af,Март,,Архитектор,30610.93,2477.7066666666665,1,5,12.0,2.0,14,,2.0,957.53,39.13592406097671,21 г. 4 м.,No,159.52358516796463,"Малые траты, большие платежи",320.04387724295407,Плохой
16fb9017af,Апрель,31.0,Архитектор,29964.73,2445.4366666666665,1,538,12.0,,19,1.0,2.0,957.53,38.02427537093804,21 г. 5 м.,No,,"Малые траты, малые платежи",191.3182089956054,Плохой
16fb9017af,Май,31.0,Архитектор,30436.76,2477.3466666666664,1,5,12.0,2.0,19,1.0,2.0,957.53,30.00680615484764,21 г. 6 м.,No,314.84711383913975,"Малые траты, малые платежи",194.3003485717789,Плохой
16fb9017af,Июнь,32.0,Архитектор,30469.149999999998,2423.0366666666664,1,5,12.0,,19,1.0,2.0,957.53,27.271603752635706,21 г. 7 м.,No,332.4277340778412,"Малые траты, малые платежи",176.71972833307754,Плохой
16fb9017af,Июль,32.0,Архитектор,30262.379999999997,2412.7066666666665,1,5,12.0,2.0,19,1.0,2.0,957.53,34.38051280480946,21 г. 8 м.,No,69.56543934776005,"Большие траты, средние платежи",396.32202306315867,Плохой
16fb9017af,Август,32.0,Архитектор,29990.879999999997,2491.8466666666664,1,5,12.0,2.0,22,1.0,,957.53,26.090536657067894,21 г. 9 м.,No,63.88605644360833,,390.6514059673104,Плохой
16fb9017af,Сентябрь,32.0,,30151.19,,1,5,12.0,2.0,19,1.0,2.0,957.53,41.10790524039854,21 г. 10 м.,No,80.13463579879028,"Большие траты, малые платежи",394.08282661212854,Плохой
986ff3e958,Февраль,37.0,Журналист,24888.31,2063.5075,3,4,19.0,0.0,16,13.0,,761.18,38.79285113313527,31 г. 5 м.,Yes,201.18481314321025,"Малые траты, малые платежи",300.94793685678974,Обычный
986ff3e958,Март,37.0,Журналист,24965.47,2095.6475,3,4,19.0,0.0,17,13.0,8.0,761.18,37.65334445988735,31 г. 6 м.,Yes,178.00103841776107,"Малые траты, малые платежи",320.0817115822389,Обычный
986ff3e958,Апрель,,Журналист,25121.260000000002,2133.0575000000003,3,4,19.0,0.0,17,16.0,8.0,761.18,31.34545483135917,31 г. 7 м.,Yes,152.61768451634953,"Малые траты, средние платежи",336.55506548365054,Обычный
986ff3e958,Май,,Журналист,25252.72,2045.6075,3,4,19.0,,17,14.0,8.0,761.18,39.40049173176071,31 г. 8 м.,Yes,104.8856373166534,,367.8371126833467,Обычный
986ff3e958,Июнь,37.0,Журналист,24847.960000000003,2045.8775,3,4,19.0,0.0,13,11.0,8.0,761.18,35.252856830692565,31 г. 9 м.,NM,64.22191842939257,,422.8208315706075,Обычный
986ff3e958,Июль,37.0,Журналист,,2099.4375,3,4,19.0,0.0,17,13.0,8.0,,24.518807611302925,31 г. 10 м.,Yes,52.01668424018408,"Большие траты, малые платежи",420.4260657598159,Обычный
986ff3e958,Август,37.0,Журналист,24550.02,2059.9775,3,4,19.0,0.0,17,13.0,8.0,761.18,27.54052555440045,31 г. 11 м.,Yes,30.66195176120687,"Большие траты, средние платежи",423.1007982387931,Обычный
986ff3e958,Сентябрь,37.0,Журналист,24571.2,2114.0475,3,4,19.0,0.0,16,13.0,8.0,761.18,36.32469457262065,32 г. 0 м.,Yes,205.79288468208438,"Малые траты, средние платежи",280.05986531791564,Обычный
ff59b919a0,Февраль,51.0,Врач,110044.45999999999,,4,6,5.0,3.0,12,15.0,1.0,226.7,31.054184723304548,24 г. 4 м.,Yes,1203.1056676333058,"Малые траты, малые платежи",,Обычный
ff59b919a0,Март,51.0,Врач,110526.87999999999,9265.84,4,6,5.0,3.0,16,15.0,2.0,226.7,40.42370339678217,24 г. 5 м.,NM,137.9096353932329,"Большие траты, большие платежи",820.4778576418213,Обычный
ff59b919a0,Апрель,51.0,Врач,110414.94999999998,9210.0,4,6,5.0,3.0,12,15.0,2.0,226.7,28.259785293447667,24 г. 6 м.,Yes,312.52052767789,"Большие траты, средние платежи",653.4469653571641,Обычный
ff59b919a0,Май,51.0,Врач,110556.42999999998,9207.65,4,6,5.0,3.0,12,,2.0,226.7,31.456231979287963,,Yes,196.20403974810952,,759.4734532869446,Плохой
ff59b919a0,Июнь,51.0,Врач,110555.55999999998,,4,6,5.0,3.0,12,15.0,2.0,226.7,38.08672416913292,24 г. 8 м.,Yes,143.43977843886066,"Большие траты, большие платежи",814.7277145961933,Обычный
ff59b919a0,Июль,52.0,Врач,110643.20999999999,9240.189999999999,4,6,5.0,3.0,16,15.0,2.0,226.7,37.23256211347556,24 г. 9 м.,NM,791.1716730356377,"Малые траты, малые платежи",211.11581999941646,Плохой
ff59b919a0,Август,52.0,Врач,110506.95999999999,9207.949999999999,5,7,5.0,3.0,8,,2.0,226.7,30.4775031940426,24 г. 10 м.,Yes,170.01376936195797,"Большие траты, большие платежи",785.2937236730962,Плохой
ff59b919a0,Сентябрь,52.0,Врач,110765.64999999998,9236.33,5,7,5.0,,12,15.0,2.0,226.7,24.582893836113247,24 г. 11 м.,Yes,925.1677802095477,"Малые траты, малые платежи",85.43971282550626,Обычный
8f6fa1c065,Февраль,34.0,Журналист,119739.65000000001,9817.349999999999,4,7,2.0,4.0,12,5.0,3.0,1396.64,33.275089010878986,20 г. 11 м.,No,177.0411954072514,"Большие траты, большие платежи",811.9614009690116,Плохой
8f6fa1c065,Март,,Журналист,119563.45000000001,,4,7,2.0,4.0,12,8.0,3.0,1396.64,34.925401635009585,21 г. 0 м.,No,180.55324903236232,"Большие траты, большие платежи",810.8893473439006,Плохой
8f6fa1c065,Апрель,34.0,Журналист,119465.36,9849.14,4,7,2.0,4.0,12,6.0,3.0,1396.64,29.889632821109853,,No,668.7590900080419,"Малые траты, средние платежи",364.41350636822096,Плохой
8f6fa1c065,Май,34.0,Журналист,,9848.029999999999,4,7,2.0,4.0,17,8.0,6.0,1396.64,31.95777655360828,,No,252.09714326763353,"Большие траты, большие платежи",743.0654531086293,Обычный
8f6fa1c065,Июнь,34.0,,119819.25,9876.42,4,7,2.0,4.0,12,,6.0,1396.64,29.06637861213516,,No,860.4550593096493,"Малые траты, средние платежи",174.95753706661344,Обычный
8f6fa1c065,Июль,34.0,Журналист,120080.32,9814.009999999998,4,7,2.0,4.0,9,8.0,6.0,1396.64,36.73126779522912,21 г. 4 м.,No,95.61296985117892,"Большие траты, большие платежи",895.8396265250839,Плохой
8f6fa1c065,Август,34.0,Журналист,120282.01000000001,9865.17,4,7,2.0,4.0,12,8.0,6.0,1396.64,25.10295361656535,,No,967.8834220343034,"Малые траты, средние платежи",67.52917434195946,Плохой
8f6fa1c065,Сентябрь,34.0,Журналист,119513.18000000001,9882.65,4,7,2.0,4.0,12,8.0,6.0,1396.64,39.9296251409512,21 г. 6 м.,NM,414.6730751699468,"Большие траты, средние платежи",583.9595212063161,Плохой
a1bfd474f1,Февраль,51.0,Механик,12993.565,1256.6329166666667,8,7,8.0,1.0,7,,2.0,1048.26,26.776456872574773,29 г. 11 м.,No,69.2584892791269,"Малые траты, малые платежи",339.9290049162654,Хороший
a1bfd474f1,Март,,Механик,12486.025,1304.1429166666667,8,7,8.0,1.0,11,14.0,6.0,1048.26,29.660524261624374,30 г. 0 м.,No,53.50098870508027,"Малые траты, малые платежи",357.576505490312,Хороший
a1bfd474f1,Апрель,51.0,Механик,12379.665,,1534,7,8.0,1.0,10,14.0,6.0,1048.26,31.393608138362517,30 г. 1 м.,No,142.05128647785838,"Малые траты, малые платежи",271.5062077175339,Хороший
a1bfd474f1,Май,51.0,Механик,13017.455,1340.8629166666667,8,7,8.0,1.0,9,14.0,,1048.26,31.069341574398365,30 г. 2 м.,No,29.13973941786919,"Большие траты, средние платежи",344.76775477752307,Хороший
a1bfd474f1,Июнь,51.0,Механик,13065.045,1274.902916666667,8,7,8.0,,7,14.0,6.0,1048.26,24.837954379278173,30 г. 3 м.,No,77.4899235829827,,331.77757061240965,Хороший
a1bfd474f1,Июль,52.0,Механик,12273.285,1342.1529166666667,8,7,8.0,1.0,9,14.0,6.0,1048.26,32.033170067397194,30 г. 4 м.,No,99.57625858680548,"Малые траты, средние платежи",297.4912356085868,Обычный
a1bfd474f1,Август,52.0,Механик,12731.235,1292.9729166666668,8,7,8.0,1.0,9,15.0,6.0,1048.26,31.14255277402521,30 г. 5 м.,No,106.72931847003905,"Малые траты, средние платежи",298.90817572535326,Хороший
a1bfd474f1,Сентябрь,52.0,Механик,12180.895,1345.7629166666668,8,7,8.0,1.0,9,13.0,6.0,1048.26,26.116419500070467,30 г. 6 м.,No,127.83891901678876,"Малые траты, малые платежи",284.4785751786035,Хороший
